onset	duration	run_number	trial_number	att_task	fix_direction	bar_period	bar_direction	bar_step	fix_noise_ori	stim_noise_ori	fix_stair_val	stim_stair_val	response_val	probe_time	reaction_time	reaction_time
1544725407	1.191329956	4	1	2	4	9	1	1	3	3	4	7	NaN	NaN	NaN	NaN
1544725408	1.191698074	4	2	2	4	9	1	2	3	3	4	7	NaN	NaN	NaN	NaN
1544725410	1.191809177	4	3	2	4	9	1	3	3	3	4	7	NaN	NaN	NaN	NaN
1544725411	1.191755056	4	4	2	4	9	1	4	3	3	4	7	NaN	NaN	NaN	NaN
1544725412	1.191749096	4	5	2	4	9	1	5	3	3	4	7	NaN	NaN	NaN	NaN
1544725413	1.191640854	4	6	2	4	9	1	6	3	3	4	7	NaN	NaN	NaN	NaN
1544725414	1.191785097	4	7	2	4	9	1	7	3	3	4	7	NaN	NaN	NaN	NaN
1544725416	1.19165206	4	8	2	4	9	1	8	3	3	4	7	NaN	NaN	NaN	NaN
1544725417	1.191712856	4	9	2	4	9	1	9	3	3	4	7	NaN	NaN	NaN	NaN
NaN	NaN	4	10	2	4	9	1	10	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544725419	1.199246168	4	11	2	4	1	2	1	1	2	4	7	1	1544725419	0.5836400986	0.5836400986
1544725420	1.191684961	4	12	2	4	1	2	2	2	2	4	6	1	1544725421	0.7084019184	0.7084019184
1544725422	1.200013876	4	13	2	4	1	2	3	1	1	4	6	1	1544725422	0.6168651581	0.6168651581
1544725423	1.191698074	4	14	2	4	1	2	4	2	1	4	6	1	1544725423	0.6168401241	0.6168401241
1544725424	1.191720009	4	15	2	4	1	2	5	1	1	4	6	NaN	1544725424	NaN	NaN
1544725425	1.199966908	4	16	2	4	1	2	6	2	2	4	5	1	1544725425	0.8085370064	0.8085370064
1544725426	1.199985981	4	17	2	4	1	2	7	1	2	4	6	0	1544725427	0.8502719402	0.8502719402
1544725428	1.191648006	4	18	2	4	1	2	8	2	1	4	6	1	1544725428	0.7920160294	0.7920160294
1544725429	1.200015068	4	19	2	4	1	2	9	1	1	4	6	NaN	1544725429	NaN	NaN
1544725430	1.200009108	4	20	2	4	1	2	10	1	2	4	6	1	1544725430	0.8253529072	0.8253529072
1544725431	1.20002389	4	21	2	4	1	2	11	1	1	4	5	1	1544725431	0.8429479599	0.8429479599
1544725432	1.191684961	4	22	2	4	1	2	12	2	2	4	5	1	1544725433	0.717965126	0.717965126
1544725434	1.200056076	4	23	2	4	1	2	13	2	2	4	5	1	1544725434	0.7755410671	0.7755410671
1544725435	1.191709042	4	24	2	4	1	2	14	2	1	4	4	1	1544725435	0.7338109016	0.7338109016
1544725436	1.191679955	4	25	2	4	1	2	15	1	1	4	4	1	1544725436	0.8001689911	0.8001689911
1544725437	1.191720009	4	26	2	4	1	2	16	1	1	4	4	NaN	1544725438	NaN	NaN
1544725438	1.191712141	4	27	2	4	1	2	17	2	1	4	4	NaN	1544725439	NaN	NaN
1544725440	1.200043917	4	28	2	4	1	2	18	2	1	4	4	NaN	1544725440	NaN	NaN
1544725441	1.191720009	4	29	2	4	1	2	19	1	2	4	4	NaN	1544725441	NaN	NaN
1544725442	1.191693068	4	30	2	4	1	2	20	2	1	4	4	1	1544725442	0.1250829697	0.1250829697
1544725443	1.200073004	4	31	2	4	1	2	21	2	1	4	4	NaN	1544725444	NaN	NaN
1544725444	1.20006299	4	32	2	4	1	2	22	1	2	4	3	1	1544725445	0.6917760372	0.6917760372
1544725446	1.200037956	4	33	2	4	1	2	23	1	2	4	3	1	1544725446	0.8667840958	0.8667840958
1544725447	1.200028896	4	34	2	4	1	2	24	1	2	4	3	NaN	1544725447	NaN	NaN
1544725448	1.200113058	4	35	2	4	1	2	25	2	2	4	3	NaN	1544725448	NaN	NaN
1544725449	1.200135946	4	36	2	4	1	2	26	2	1	4	3	NaN	1544725450	NaN	NaN
1544725450	1.200042009	4	37	2	4	1	2	27	1	1	4	4	0	1544725451	0.4169709682	0.4169709682
1544725452	1.191704035	4	38	2	4	1	2	28	2	1	4	4	1	1544725452	0.4834301472	0.4834301472
1544725453	1.20004797	4	39	2	4	1	2	29	1	1	4	4	1	1544725453	0.7667021751	0.7667021751
1544725454	1.191800117	4	40	2	4	1	2	30	2	2	4	4	NaN	1544725454	NaN	NaN
1544725455	1.191664219	4	41	2	4	1	2	31	2	1	4	4	NaN	1544725456	NaN	NaN
1544725456	1.191700935	4	42	2	4	1	2	32	1	1	4	4	NaN	1544725457	NaN	NaN
NaN	NaN	4	43	2	4	9	2	33	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544725459	1.191375971	4	44	2	4	9	3	1	3	3	4	4	NaN	NaN	NaN	NaN
1544725460	1.19144392	4	45	2	4	9	3	2	3	3	4	4	NaN	NaN	NaN	NaN
