onset	duration	run_number	trial_number	att_task	fix_direction	bar_period	bar_direction	bar_step	fix_noise_ori	stim_noise_ori	fix_stair_val	stim_stair_val	response_val	probe_time	reaction_time	reaction_time
1544724475	1.191199064	1	1	1	4	9	1	1	3	3	5	5	NaN	NaN	NaN	NaN
1544724476	1.19166398	1	2	1	4	9	1	2	3	3	5	5	NaN	NaN	NaN	NaN
1544724477	1.191838026	1	3	1	4	9	1	3	3	3	5	5	NaN	NaN	NaN	NaN
1544724478	1.191866875	1	4	1	4	9	1	4	3	3	5	5	NaN	NaN	NaN	NaN
1544724480	1.191572905	1	5	1	4	9	1	5	3	3	5	5	NaN	NaN	NaN	NaN
1544724481	1.191686153	1	6	1	4	9	1	6	3	3	5	5	NaN	NaN	NaN	NaN
1544724482	1.191788912	1	7	1	4	9	1	7	3	3	5	5	NaN	NaN	NaN	NaN
1544724483	1.191612005	1	8	1	4	9	1	8	3	3	5	5	NaN	NaN	NaN	NaN
1544724484	1.191756964	1	9	1	4	9	1	9	3	3	5	5	NaN	NaN	NaN	NaN
NaN	NaN	1	10	1	4	9	1	10	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544724486	1.207093	1	11	1	4	1	2	1	2	1	5	5	NaN	1544724486	NaN	NaN
1544724487	1.20007515	1	12	1	4	1	2	2	2	2	5	5	NaN	1544724487	NaN	NaN
1544724488	1.200142145	1	13	1	4	1	2	3	2	1	5	5	1	1544724488	0.8002288342	0.8002288342
1544724489	1.200099945	1	14	1	4	1	2	4	2	1	6	5	0	1544724490	0.7084419727	0.7084419727
1544724491	1.200084925	1	15	1	4	1	2	5	1	2	6	5	1	1544724491	0.7329659462	0.7329659462
1544724492	1.20008707	1	16	1	4	1	2	6	1	2	6	5	1	1544724492	0.691737175	0.691737175
1544724493	1.20016408	1	17	1	4	1	2	7	2	2	5	5	1	1544724493	0.7335989475	0.7335989475
1544724494	1.200055838	1	18	1	4	1	2	8	2	2	5	5	1	1544724494	0.7339849472	0.7339849472
1544724495	1.200084925	1	19	1	4	1	2	9	1	2	5	5	1	1544724496	0.6169960499	0.6169960499
1544724497	1.191745996	1	20	1	4	1	2	10	2	1	4	5	1	1544724497	0.7169861794	0.7169861794
1544724498	1.200181961	1	21	1	4	1	2	11	1	1	4	5	1	1544724498	0.6261911392	0.6261911392
1544724499	1.200052977	1	22	1	4	1	2	12	2	1	5	5	0	1544724499	0.7252819538	0.7252819538
1544724500	1.200206041	1	23	1	4	1	2	13	2	2	5	5	1	1544724500	0.6179811954	0.6179811954
1544724501	1.19175005	1	24	1	4	1	2	14	1	2	5	5	1	1544724502	0.6254019737	0.6254019737
1544724503	1.200082064	1	25	1	4	1	2	15	1	1	4	5	1	1544724503	0.6504619122	0.6504619122
1544724504	1.200099945	1	26	1	4	1	2	16	2	2	4	5	1	1544724504	0.650236845	0.650236845
1544724505	1.191695929	1	27	1	4	1	2	17	2	2	4	5	1	1544724505	0.8667829037	0.8667829037
1544724506	1.200129986	1	28	1	4	1	2	18	1	2	3	5	1	1544724507	0.7167098522	0.7167098522
1544724507	1.200015068	1	29	1	4	1	2	19	2	1	3	5	0	1544724508	0.8668239117	0.8668239117
1544724509	1.200150967	1	30	1	4	1	2	20	1	2	4	5	1	1544724509	0.6501729488	0.6501729488
1544724510	1.200138092	1	31	1	4	1	2	21	2	1	4	5	1	1544724510	0.6418559551	0.6418559551
1544724511	1.200067997	1	32	1	4	1	2	22	1	2	3	5	1	1544724511	0.5834310055	0.5834310055
1544724512	1.200073004	1	33	1	4	1	2	23	1	2	3	5	1	1544724513	0.5833899975	0.5833899975
1544724513	1.200031042	1	34	1	4	1	2	24	2	1	3	5	1	1544724514	0.6835279465	0.6835279465
1544724515	1.200080872	1	35	1	4	1	2	25	2	2	2	5	1	1544724515	0.7250070572	0.7250070572
1544724516	1.20008111	1	36	1	4	1	2	26	1	1	3	5	0	1544724516	0.6670110226	0.6670110226
1544724517	1.191754103	1	37	1	4	1	2	27	2	2	3	5	1	1544724517	0.5584681034	0.5584681034
1544724518	1.200032949	1	38	1	4	1	2	28	1	1	3	5	NaN	1544724519	NaN	NaN
1544724520	1.200048923	1	39	1	4	1	2	29	1	2	3	5	NaN	1544724520	NaN	NaN
1544724521	1.199958801	1	40	1	4	1	2	30	1	2	4	5	0	1544724521	0.5835371017	0.5835371017
1544724522	1.200067043	1	41	1	4	1	2	31	2	2	4	5	1	1544724522	0.7252020836	0.7252020836
1544724523	1.200060844	1	42	1	4	1	2	32	1	1	4	5	1	1544724523	0.7750859261	0.7750859261
NaN	NaN	1	43	1	4	9	2	33	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544724525	1.191602945	1	44	1	4	9	3	1	3	3	4	5	NaN	NaN	NaN	NaN
1544724526	1.19145298	1	45	1	4	9	3	2	3	3	4	5	NaN	NaN	NaN	NaN
1544724528	1.191648006	1	46	1	4	9	3	3	3	3	4	5	NaN	NaN	NaN	NaN
1544724529	1.19171381	1	47	1	4	9	3	4	3	3	4	5	NaN	NaN	NaN	NaN
1544724530	1.191735983	1	48	1	4	9	3	5	3	3	4	5	NaN	NaN	NaN	NaN
1544724531	1.191729069	1	49	1	4	9	3	6	3	3	4	5	NaN	NaN	NaN	NaN
1544724532	1.191796064	1	50	1	4	9	3	7	3	3	4	5	NaN	NaN	NaN	NaN
1544724534	1.191550016	1	51	1	4	9	3	8	3	3	4	5	NaN	NaN	NaN	NaN
1544724535	1.191637039	1	52	1	4	9	3	9	3	3	4	5	NaN	NaN	NaN	NaN
NaN	NaN	1	53	1	4	9	3	10	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544724536	1.200216055	1	54	1	4	3	4	1	1	2	4	5	NaN	1544724536	NaN	NaN
1544724537	1.199712992	1	55	1	4	3	4	2	1	2	4	5	1	1544724538	0.8923511505	0.8923511505
1544724538	1.200091124	1	56	1	4	3	4	3	1	1	3	5	1	1544724539	0.766782999	0.766782999
1544724540	1.208416939	1	57	1	4	3	4	4	1	2	3	5	1	1544724540	0.7248868942	0.7248868942
1544724541	1.208373785	1	58	1	4	3	4	5	2	1	4	5	0	1544724541	0.6333529949	0.6333529949
1544724542	1.208347082	1	59	1	4	3	4	6	2	1	5	5	0	1544724542	0.583782196	0.583782196
1544724543	1.208441973	1	60	1	4	3	4	7	1	2	5	5	1	1544724544	0.7334389687	0.7334389687
1544724545	1.200047016	1	61	1	4	3	4	8	2	2	5	5	1	1544724545	0.6918129921	0.6918129921
1544724546	1.200063944	1	62	1	4	3	4	9	1	1	4	5	1	1544724546	0.6917550564	0.6917550564
1544724547	1.200055838	1	63	1	4	3	4	10	2	2	4	5	1	1544724547	0.8083870411	0.8083870411
1544724548	1.200034142	1	64	1	4	3	4	11	1	1	4	5	1	1544724548	0.8418347836	0.8418347836
1544724549	1.191738129	1	65	1	4	3	4	12	1	1	3	5	1	1544724550	0.791795969	0.791795969
1544724551	1.200152874	1	66	1	4	3	4	13	2	1	4	5	0	1544724551	0.8417971134	0.8417971134
1544724552	1.200064898	1	67	1	4	3	4	14	1	1	4	5	1	1544724552	0.7251260281	0.7251260281
1544724553	1.200052023	1	68	1	4	3	4	15	1	2	4	5	1	1544724553	0.6835048199	0.6835048199
1544724554	1.208336115	1	69	1	4	3	4	16	2	2	3	5	1	1544724555	0.841766119	0.841766119
1544724555	1.200108051	1	70	1	4	3	4	17	1	1	3	5	NaN	1544724556	NaN	NaN
1544724557	1.200118065	1	71	1	4	3	4	18	2	1	3	5	0	1544724557	0.8584759235	0.8584759235
NaN	NaN	1	72	1	4	9	4	19	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544724559	1.191751957	1	73	1	4	9	5	1	3	3	4	5	NaN	NaN	NaN	NaN
1544724560	1.19173789	1	74	1	4	9	5	2	3	3	4	5	NaN	NaN	NaN	NaN
1544724561	1.191730976	1	75	1	4	9	5	3	3	3	4	5	NaN	NaN	NaN	NaN
1544724562	1.191768169	1	76	1	4	9	5	4	3	3	4	5	NaN	NaN	NaN	NaN
1544724564	1.191726923	1	77	1	4	9	5	5	3	3	4	5	NaN	NaN	NaN	NaN
1544724565	1.191755056	1	78	1	4	9	5	6	3	3	4	5	NaN	NaN	NaN	NaN
1544724566	1.191733837	1	79	1	4	9	5	7	3	3	4	5	NaN	NaN	NaN	NaN
1544724567	1.191737175	1	80	1	4	9	5	8	3	3	4	5	NaN	NaN	NaN	NaN
1544724568	1.19173789	1	81	1	4	9	5	9	3	3	4	5	NaN	NaN	NaN	NaN
NaN	NaN	1	82	1	4	9	5	10	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544724570	1.191677094	1	83	1	4	5	6	1	2	1	4	5	1	1544724570	0.7671551704	0.7671551704
1544724571	1.19173789	1	84	1	4	5	6	2	2	1	4	5	1	1544724571	0.6084470749	0.6084470749
1544724572	1.20009017	1	85	1	4	5	6	3	2	1	3	5	1	1544724572	0.6584749222	0.6584749222
1544724573	1.19174099	1	86	1	4	5	6	4	1	2	3	5	1	1544724574	0.6917870045	0.6917870045
1544724574	1.200114012	1	87	1	4	5	6	5	1	2	3	5	1	1544724575	0.7751400471	0.7751400471
1544724576	1.199995995	1	88	1	4	5	6	6	2	1	3	5	0	1544724576	0.891782999	0.891782999
1544724577	1.200078011	1	89	1	4	5	6	7	2	2	4	5	1	1544724577	0.8167791367	0.8167791367
1544724578	1.200056076	1	90	1	4	5	6	8	1	2	4	5	1	1544724578	0.7834510803	0.7834510803
1544724579	1.200001955	1	91	1	4	5	6	9	1	1	3	5	1	1544724580	0.8584311008	0.8584311008
1544724581	1.20009613	1	92	1	4	5	6	10	2	1	3	5	NaN	1544724581	NaN	NaN
1544724582	1.200091124	1	93	1	4	5	6	11	1	1	3	5	NaN	1544724582	NaN	NaN
1544724583	1.200217009	1	94	1	4	5	6	12	1	2	3	5	NaN	1544724583	NaN	NaN
1544724584	1.200095892	1	95	1	4	5	6	13	2	1	3	5	NaN	1544724584	NaN	NaN
1544724585	1.200092793	1	96	1	4	5	6	14	1	1	3	5	NaN	1544724586	NaN	NaN
1544724587	1.191688061	1	97	1	4	5	6	15	2	1	3	5	NaN	1544724587	NaN	NaN
1544724588	1.20008707	1	98	1	4	5	6	16	1	1	3	5	NaN	1544724588	NaN	NaN
1544724589	1.200073957	1	99	1	4	5	6	17	2	2	3	5	NaN	1544724589	NaN	NaN
1544724590	1.200047016	1	100	1	4	5	6	18	1	1	3	5	1	1544724590	0.7751150131	0.7751150131
1544724591	1.200083017	1	101	1	4	5	6	19	1	2	3	5	NaN	1544724592	NaN	NaN
1544724593	1.200065851	1	102	1	4	5	6	20	1	2	3	5	NaN	1544724593	NaN	NaN
1544724594	1.200088024	1	103	1	4	5	6	21	2	1	3	5	NaN	1544724594	NaN	NaN
1544724595	1.200082064	1	104	1	4	5	6	22	1	1	3	5	NaN	1544724595	NaN	NaN
1544724596	1.200069904	1	105	1	4	5	6	23	2	2	3	5	NaN	1544724597	NaN	NaN
1544724597	1.20008707	1	106	1	4	5	6	24	2	2	3	5	NaN	1544724598	NaN	NaN
1544724599	1.200073957	1	107	1	4	5	6	25	2	2	3	5	NaN	1544724599	NaN	NaN
1544724600	1.200071096	1	108	1	4	5	6	26	2	1	3	5	1	1544724600	0.6667459011	0.6667459011
1544724601	1.200058937	1	109	1	4	5	6	27	1	1	2	5	1	1544724601	0.6834499836	0.6834499836
1544724602	1.191681147	1	110	1	4	5	6	28	2	2	2	5	1	1544724603	0.8001968861	0.8001968861
1544724603	1.200031996	1	111	1	4	5	6	29	1	1	2	5	NaN	1544724604	NaN	NaN
