onset	duration	run_number	trial_number	att_task	fix_direction	bar_period	bar_direction	bar_step	fix_noise_ori	stim_noise_ori	fix_stair_val	stim_stair_val	response_val	probe_time	reaction_time	reaction_time
1544726843	1.19175005	9	27	1	2	1	2	17	2	1	5	6	0	1544726843	0.7002458572	0.7002458572
1544726844	1.191708803	9	28	1	2	1	2	18	1	2	5	6	1	1544726844	0.6916439533	0.6916439533
NaN	NaN	9	29	1	2	9	2	19	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544726846	1.191380978	9	30	1	2	9	3	1	3	3	5	6	NaN	NaN	NaN	NaN
1544726847	1.191448927	9	31	1	2	9	3	2	3	3	5	6	NaN	NaN	NaN	NaN
1544726849	1.19174099	9	32	1	2	9	3	3	3	3	5	6	NaN	NaN	NaN	NaN
1544726850	1.191763878	9	33	1	2	9	3	4	3	3	5	6	NaN	NaN	NaN	NaN
1544726851	1.191741943	9	34	1	2	9	3	5	3	3	5	6	NaN	NaN	NaN	NaN
1544726852	1.19175601	9	35	1	2	9	3	6	3	3	5	6	NaN	NaN	NaN	NaN
1544726853	1.191854	9	36	1	2	9	3	7	3	3	5	6	NaN	NaN	NaN	NaN
1544726855	1.191630125	9	37	1	2	9	3	8	3	3	5	6	NaN	NaN	NaN	NaN
1544726856	1.19171381	9	38	1	2	9	3	9	3	3	5	6	NaN	NaN	NaN	NaN
NaN	NaN	9	39	1	2	9	3	10	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544726858	1.191565037	9	40	1	2	5	4	1	2	1	5	6	1	1544726858	0.6004810333	0.6004810333
1544726859	1.191699982	9	41	1	2	5	4	2	1	2	4	6	1	1544726860	0.6334261894	0.6334261894
1544726861	1.191847086	9	42	1	2	5	4	3	1	2	4	6	1	1544726861	0.5917990208	0.5917990208
1544726862	1.191792965	9	43	1	2	5	4	4	2	1	4	6	1	1544726862	0.6333608627	0.6333608627
1544726863	1.191754103	9	44	1	2	5	4	5	2	2	3	6	1	1544726863	0.6000850201	0.6000850201
1544726864	1.191795111	9	45	1	2	5	4	6	2	1	3	6	1	1544726864	0.6501159668	0.6501159668
1544726865	1.191725016	9	46	1	2	5	4	7	2	1	3	6	1	1544726866	0.7000999451	0.7000999451
1544726867	1.191734076	9	47	1	2	5	4	8	2	1	2	6	1	1544726867	0.7084460258	0.7084460258
1544726868	1.191724777	9	48	1	2	5	4	9	2	1	3	6	0	1544726868	0.6334049702	0.6334049702
1544726869	1.191770077	9	49	1	2	5	4	10	2	1	3	6	1	1544726869	0.650179863	0.650179863
1544726870	1.200027943	9	50	1	2	5	4	11	1	2	3	6	1	1544726870	0.6501450539	0.6501450539
1544726871	1.200021029	9	51	1	2	5	4	12	1	1	2	6	1	1544726872	0.8001627922	0.8001627922
1544726873	1.191695929	9	52	1	2	5	4	13	2	1	2	6	1	1544726873	0.7834279537	0.7834279537
1544726874	1.191700935	9	53	1	2	5	4	14	2	1	3	6	0	1544726874	0.6668000221	0.6668000221
1544726875	1.191698074	9	54	1	2	5	4	15	2	1	3	6	1	1544726875	0.6750659943	0.6750659943
1544726876	1.191707134	9	55	1	2	5	4	16	2	1	3	6	1	1544726876	0.6917409897	0.6917409897
1544726877	1.191684961	9	56	1	2	5	4	17	1	1	2	6	1	1544726878	0.5667629242	0.5667629242
1544726879	1.191704988	9	57	1	2	5	4	18	1	2	2	6	1	1544726879	0.5750920773	0.5750920773
NaN	NaN	9	58	1	2	9	4	19	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544726881	1.191730022	9	59	1	2	9	5	1	3	3	2	6	NaN	NaN	NaN	NaN
1544726882	1.19174695	9	60	1	2	9	5	2	3	3	2	6	NaN	NaN	NaN	NaN
1544726883	1.191732168	9	61	1	2	9	5	3	3	3	2	6	NaN	NaN	NaN	NaN
1544726885	1.191708088	9	62	1	2	9	5	4	3	3	2	6	NaN	NaN	NaN	NaN
1544726886	1.19175005	9	63	1	2	9	5	5	3	3	2	6	NaN	NaN	NaN	NaN
1544726887	1.191804171	9	64	1	2	9	5	6	3	3	2	6	NaN	NaN	NaN	NaN
1544726888	1.191830873	9	65	1	2	9	5	7	3	3	2	6	NaN	NaN	NaN	NaN
1544726889	1.19174695	9	66	1	2	9	5	8	3	3	2	6	NaN	NaN	NaN	NaN
1544726891	1.19172287	9	67	1	2	9	5	9	3	3	2	6	NaN	NaN	NaN	NaN
NaN	NaN	9	68	1	2	9	5	10	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544726893	1.191591024	9	69	1	2	1	6	1	1	2	3	6	0	1544726893	0.8420269489	0.8420269489
1544726894	1.191716909	9	70	1	2	1	6	2	1	1	3	6	1	1544726894	0.7751059532	0.7751059532
1544726895	1.19173789	9	71	1	2	1	6	3	1	2	3	6	1	1544726896	0.75842309	0.75842309
1544726897	1.200036049	9	72	1	2	1	6	4	2	2	2	6	1	1544726897	0.7667980194	0.7667980194
1544726898	1.191696882	9	73	1	2	1	6	5	1	1	2	6	1	1544726898	0.6584768295	0.6584768295
1544726899	1.191736937	9	74	1	2	1	6	6	2	1	2	6	1	1544726899	0.6168448925	0.6168448925
1544726900	1.191749096	9	75	1	2	1	6	7	2	1	2	6	1	1544726900	0.5585057735	0.5585057735
1544726901	1.200012922	9	76	1	2	1	6	8	1	2	3	6	0	1544726902	0.5002708435	0.5002708435
1544726903	1.200010061	9	77	1	2	1	6	9	1	2	3	6	1	1544726903	0.6834559441	0.6834559441
1544726904	1.191663027	9	78	1	2	1	6	10	2	2	3	6	NaN	1544726904	NaN	NaN
1544726905	1.19169116	9	79	1	2	1	6	11	1	2	3	6	1	1544726905	0.6167550087	0.6167550087
1544726906	1.191694021	9	80	1	2	1	6	12	2	1	4	6	0	1544726906	0.7503561974	0.7503561974
1544726907	1.191733837	9	81	1	2	1	6	13	1	2	4	6	1	1544726908	0.7416689396	0.7416689396
1544726909	1.200031042	9	82	1	2	1	6	14	1	2	4	6	1	1544726909	0.7334299088	0.7334299088
1544726910	1.191590786	9	83	1	2	1	6	15	1	2	3	6	1	1544726910	0.7000529766	0.7000529766
1544726911	1.191730976	9	84	1	2	1	6	16	1	1	3	6	1	1544726911	0.7084729671	0.7084729671
