onset	duration	run_number	trial_number	att_task	fix_direction	bar_period	bar_direction	bar_step	fix_noise_ori	stim_noise_ori	fix_stair_val	stim_stair_val	response_val	probe_time	reaction_time
1545311531	1.191473961	15	1	1	1	9	1	1	3	3	7	6	n/a	n/a	n/a
1545311533	1.191632986	15	2	1	1	9	1	2	3	3	7	6	n/a	n/a	n/a
1545311534	1.191751003	15	3	1	1	9	1	3	3	3	7	6	n/a	n/a	n/a
1545311535	1.191775084	15	4	1	1	9	1	4	3	3	7	6	n/a	n/a	n/a
1545311536	1.191726923	15	5	1	1	9	1	5	3	3	7	6	n/a	n/a	n/a
1545311537	1.191693783	15	6	1	1	9	1	6	3	3	7	6	n/a	n/a	n/a
1545311539	1.191799879	15	7	1	1	9	1	7	3	3	7	6	n/a	n/a	n/a
1545311540	1.191606998	15	8	1	1	9	1	8	3	3	7	6	n/a	n/a	n/a
1545311541	1.19165802	15	9	1	1	9	1	9	3	3	7	6	n/a	n/a	n/a
1545311542	1.191678047	15	10	1	1	9	1	10	3	3	7	6	n/a	n/a	n/a
1545311544	1.204334021	15	11	1	1	1	2	1	2	2	7	6	n/a	1545311544	n/a
1545311545	1.191725016	15	12	1	1	1	2	2	2	2	6	6	1	1545311545	0.09191799164
1545311546	1.191715002	15	13	1	1	1	2	3	1	1	6	6	1	1545311546	0.8252420425
1545311547	1.191656828	15	14	1	1	1	2	4	2	2	6	6	1	1545311547	0.6168599129
1545311548	1.191787004	15	15	1	1	1	2	5	1	2	5	6	1	1545311549	0.6747200489
1545311550	1.191802025	15	16	1	1	1	2	6	1	2	5	6	1	1545311550	0.8084080219
1545311551	1.191787004	15	17	1	1	1	2	7	2	1	6	6	0	1545311551	0.583591938
1545311552	1.191751003	15	18	1	1	1	2	8	2	2	6	6	1	1545311552	0.5003039837
1545311553	1.191752911	15	19	1	1	1	2	9	1	2	6	6	1	1545311553	0.5762250423
1545311554	1.191725016	15	20	1	1	1	2	10	2	1	5	6	1	1545311555	0.5838029385
1545311556	1.191672087	15	21	1	1	1	2	11	2	2	5	6	1	1545311556	0.6011219025
1545311557	1.191679955	15	22	1	1	1	2	12	1	2	5	6	1	1545311557	0.6920850277
1545311558	1.191708088	15	23	1	1	1	2	13	2	2	4	6	1	1545311558	0.8339400291
1545311559	1.19172287	15	24	1	1	1	2	14	2	1	5	6	0	1545311559	0.7337059975
1545311560	1.191733122	15	25	1	1	1	2	15	2	1	5	6	1	1545311561	0.7417571545
1545311562	1.191776037	15	26	1	1	1	2	16	1	1	5	6	1	1545311562	0.8002238274
1545311563	1.191778898	15	27	1	1	1	2	17	1	2	4	6	1	1545311563	0.7251441479
1545311564	1.191715956	15	28	1	1	1	2	18	1	1	5	6	0	1545311564	0.7503788471
1545311565	1.198626995	15	29	1	1	9	3	1	3	3	5	6	n/a	n/a	n/a
