onset	duration	run_number	trial_number	att_task	fix_direction	bar_period	bar_direction	bar_step	fix_noise_ori	stim_noise_ori	fix_stair_val	stim_stair_val	response_val	probe_time	reaction_time
1545310445	1.191380024	12	1	2	4	9	1	1	3	3	3	7	n/a	n/a	n/a
1545310446	1.191621065	12	2	2	4	9	1	2	3	3	3	7	n/a	n/a	n/a
1545310447	1.191775084	12	3	2	4	9	1	3	3	3	3	7	n/a	n/a	n/a
1545310448	1.191774845	12	4	2	4	9	1	4	3	3	3	7	n/a	n/a	n/a
1545310450	1.191710949	12	5	2	4	9	1	5	3	3	3	7	n/a	n/a	n/a
1545310451	1.19170022	12	6	2	4	9	1	6	3	3	3	7	n/a	n/a	n/a
1545310452	1.191812992	12	7	2	4	9	1	7	3	3	3	7	n/a	n/a	n/a
1545310453	1.191606998	12	8	2	4	9	1	8	3	3	3	7	n/a	n/a	n/a
1545310454	1.191666126	12	9	2	4	9	1	9	3	3	3	7	n/a	n/a	n/a
1545310456	1.191685915	12	10	2	4	9	1	10	3	3	3	7	n/a	n/a	n/a
1545310457	1.212704182	12	11	2	4	1	2	1	1	2	3	8	0	1545310457	0.8087258339
1545310458	1.200065851	12	12	2	4	1	2	2	2	2	3	8	1	1545310459	0.4585440159
1545310459	1.200062037	12	13	2	4	1	2	3	2	1	3	8	1	1545310460	0.3168838024
1545310461	1.191853046	12	14	2	4	1	2	4	2	1	3	9	0	1545310461	0.4002771378
1545310462	1.191776037	12	15	2	4	1	2	5	1	1	3	10	0	1545310462	0.04121804237
1545310463	1.200054884	12	16	2	4	1	2	6	2	1	3	10	n/a	1545310463	n/a
1545310464	1.200073957	12	17	2	4	1	2	7	2	1	3	10	1	1545310465	0.7003698349
1545310465	1.200055122	12	18	2	4	1	2	8	1	1	3	10	1	1545310466	0.6838490963
1545310467	1.200020075	12	19	2	4	1	2	9	2	2	3	9	1	1545310467	0.6338629723
1545310468	1.200137138	12	20	2	4	1	2	10	2	1	3	9	1	1545310468	0.7263278961
1545310469	1.200042963	12	21	2	4	1	2	11	1	2	3	9	1	1545310469	0.6261930466
1545310470	1.200180054	12	22	2	4	1	2	12	2	1	3	8	1	1545310471	0.7170441151
1545310472	1.200081825	12	23	2	4	1	2	13	2	2	3	8	1	1545310472	0.6501350403
1545310473	1.200060129	12	24	2	4	1	2	14	1	1	3	8	1	1545310473	0.7755589485
1545310474	1.200028896	12	25	2	4	1	2	15	2	2	3	7	1	1545310474	0.6837229729
1545310475	1.191719055	12	26	2	4	1	2	16	2	2	3	7	1	1545310475	0.6917891502
1545310476	1.200089216	12	27	2	4	1	2	17	1	2	3	7	1	1545310477	0.6084461212
1545310478	1.200043917	12	28	2	4	1	2	18	2	2	3	6	1	1545310478	0.8251450062
1545310479	1.200080872	12	29	2	4	1	2	19	2	2	3	6	1	1545310479	0.7502081394
1545310480	1.19178009	12	30	2	4	1	2	20	1	2	3	6	1	1545310480	0.6917850971
1545310481	1.200082779	12	31	2	4	1	2	21	1	2	3	5	1	1545310481	0.7835159302
1545310482	1.191622972	12	32	2	4	1	2	22	1	1	3	5	0	1545310483	0.8586699963
1545310484	1.20004797	12	33	2	4	1	2	23	1	1	3	6	1	1545310484	0.7833940983
1545310485	1.191699028	12	34	2	4	1	2	24	1	2	3	7	0	1545310485	0.7503111362
1545310486	1.191734076	12	35	2	4	1	2	25	1	1	3	7	1	1545310486	0.6417849064
1545310487	1.20005703	12	36	2	4	1	2	26	1	2	3	7	1	1545310487	0.6917440891
1545310488	1.191614151	12	37	2	4	1	2	27	1	2	3	7	1	1545310489	0.8666679859
1545310490	1.200166941	12	38	2	4	1	2	28	1	2	3	6	n/a	1545310490	n/a
1545310491	1.200051069	12	39	2	4	1	2	29	1	2	3	6	n/a	1545310491	n/a
1545310492	1.191689968	12	40	2	4	1	2	30	2	1	3	6	1	1545310492	0.8501219749
1545310493	1.200016975	12	41	2	4	1	2	31	1	2	3	6	n/a	1545310493	n/a
1545310494	1.200050831	12	42	2	4	1	2	32	1	2	3	6	n/a	1545310495	n/a
1545310496	1.1985991	12	43	2	4	9	3	1	3	3	3	6	n/a	n/a	n/a
1545310497	1.191417933	12	44	2	4	9	3	2	3	3	3	6	n/a	n/a	n/a
1545310498	1.191679001	12	45	2	4	9	3	3	3	3	3	6	n/a	n/a	n/a
1545310499	1.191684008	12	46	2	4	9	3	4	3	3	3	6	n/a	n/a	n/a
1545310501	1.191679955	12	47	2	4	9	3	5	3	3	3	6	n/a	n/a	n/a
1545310502	1.191690922	12	48	2	4	9	3	6	3	3	3	6	n/a	n/a	n/a
1545310503	1.191706896	12	49	2	4	9	3	7	3	3	3	6	n/a	n/a	n/a
1545310504	1.191604853	12	50	2	4	9	3	8	3	3	3	6	n/a	n/a	n/a
1545310505	1.191695929	12	51	2	4	9	3	9	3	3	3	6	n/a	n/a	n/a
1545310507	1.191673994	12	52	2	4	9	3	10	3	3	3	6	n/a	n/a	n/a
1545310508	1.208263874	12	53	2	4	3	4	1	2	2	3	6	n/a	1545310508	n/a
1545310509	1.191374779	12	54	2	4	3	4	2	2	2	3	6	n/a	1545310509	n/a
1545310510	1.208329201	12	55	2	4	3	4	3	1	1	3	6	n/a	1545310511	n/a
1545310512	1.208455801	12	56	2	4	3	4	4	1	1	3	7	0	1545310512	0.8337090015
1545310513	1.208395958	12	57	2	4	3	4	5	2	2	3	7	1	1545310513	0.7584741116
1545310514	1.200073957	12	58	2	4	3	4	6	2	2	3	7	n/a	1545310514	n/a
1545310515	1.200001955	12	59	2	4	3	4	7	2	1	3	7	0	1545310515	0.9003450871
1545310516	1.200095892	12	60	2	4	3	4	8	1	2	3	8	1	1545310517	0.7335000038
1545310518	1.208348989	12	61	2	4	3	4	9	2	1	3	8	n/a	1545310518	n/a
1545310519	1.199957132	12	62	2	4	3	4	10	2	1	3	8	1	1545310519	0.8917851448
1545310520	1.208343029	12	63	2	4	3	4	11	2	1	3	7	1	1545310520	0.7334570885
1545310521	1.208422184	12	64	2	4	3	4	12	1	1	3	7	1	1545310522	0.7750689983
1545310522	1.200088024	12	65	2	4	3	4	13	1	2	3	7	1	1545310523	0.675153017
1545310524	1.208425999	12	66	2	4	3	4	14	1	1	3	6	1	1545310524	0.8251600266
1545310525	1.191739798	12	67	2	4	3	4	15	2	2	3	6	1	1545310525	0.7917470932
1545310526	1.200006962	12	68	2	4	3	4	16	2	2	3	6	1	1545310526	0.8834540844
1545310527	1.225056887	12	69	2	4	3	4	17	1	2	3	6	n/a	1545310528	n/a
1545310529	1.191668987	12	70	2	4	3	4	18	2	1	3	7	0	1545310529	0.2585000992
1545310530	1.199896812	12	71	2	4	9	5	1	3	3	3	7	n/a	n/a	n/a
1545310531	1.191724062	12	72	2	4	9	5	2	3	3	3	7	n/a	n/a	n/a
1545310532	1.19173193	12	73	2	4	9	5	3	3	3	3	7	n/a	n/a	n/a
1545310533	1.191724062	12	74	2	4	9	5	4	3	3	3	7	n/a	n/a	n/a
1545310535	1.191797018	12	75	2	4	9	5	5	3	3	3	7	n/a	n/a	n/a
1545310536	1.191777945	12	76	2	4	9	5	6	3	3	3	7	n/a	n/a	n/a
1545310537	1.19175601	12	77	2	4	9	5	7	3	3	3	7	n/a	n/a	n/a
1545310538	1.191726923	12	78	2	4	9	5	8	3	3	3	7	n/a	n/a	n/a
1545310539	1.191615105	12	79	2	4	9	5	9	3	3	3	7	n/a	n/a	n/a
1545310541	1.191828966	12	80	2	4	9	5	10	3	3	3	7	n/a	n/a	n/a
1545310542	1.199352026	12	81	2	4	5	6	1	1	1	3	7	n/a	1545310542	n/a
1545310543	1.200070143	12	82	2	4	5	6	2	1	1	3	7	1	1545310544	0.6755928993
1545310544	1.200083971	12	83	2	4	5	6	3	1	2	3	7	1	1545310545	0.6917719841
1545310546	1.199986935	12	84	2	4	5	6	4	1	1	3	6	1	1545310546	0.6417360306
1545310547	1.199941158	12	85	2	4	5	6	5	2	2	3	6	1	1545310547	0.6501572132
1545310548	1.19165802	12	86	2	4	5	6	6	1	1	3	6	1	1545310548	0.6333730221
1545310549	1.199999094	12	87	2	4	5	6	7	2	2	3	5	1	1545310550	0.7000870705
1545310550	1.200009823	12	88	2	4	5	6	8	1	1	3	5	1	1545310551	0.7750980854
1545310552	1.191708088	12	89	2	4	5	6	9	2	1	3	5	1	1545310552	0.8418209553
1545310553	1.199948072	12	90	2	4	5	6	10	1	2	3	6	0	1545310553	0.6834499836
1545310554	1.19156599	12	91	2	4	5	6	11	2	2	3	6	1	1545310554	0.7333910465
1545310555	1.200080156	12	92	2	4	5	6	12	2	2	3	6	1	1545310556	0.6001069546
1545310556	1.200107098	12	93	2	4	5	6	13	2	2	3	5	1	1545310557	0.7167499065
1545310558	1.191689014	12	94	2	4	5	6	14	1	2	3	5	1	1545310558	0.6250998974
1545310559	1.199995995	12	95	2	4	5	6	15	1	2	3	5	1	1545310559	0.841853857
1545310560	1.200037003	12	96	2	4	5	6	16	2	2	3	4	1	1545310560	0.6334490776
1545310561	1.200024843	12	97	2	4	5	6	17	1	2	3	4	1	1545310562	0.6751189232
1545310563	1.200011969	12	98	2	4	5	6	18	1	2	3	4	1	1545310563	0.625125885
1545310564	1.200069904	12	99	2	4	5	6	19	1	1	3	3	1	1545310564	0.7917280197
1545310565	1.200204134	12	100	2	4	5	6	20	1	1	3	4	0	1545310565	0.7417769432
1545310566	1.200057983	12	101	2	4	5	6	21	1	2	3	4	1	1545310566	0.7667760849
1545310567	1.1916852	12	102	2	4	5	6	22	1	1	3	4	1	1545310568	0.7668190002
1545310569	1.200119972	12	103	2	4	5	6	23	2	2	3	4	1	1545310569	0.8669369221
1545310570	1.191764116	12	104	2	4	5	6	24	1	2	3	3	n/a	1545310570	n/a
1545310571	1.200011015	12	105	2	4	5	6	25	2	2	3	3	1	1545310571	0.7917370796
1545310572	1.20005703	12	106	2	4	5	6	26	2	1	3	4	0	1545310572	0.7751200199
1545310573	1.191715002	12	107	2	4	5	6	27	1	1	3	4	n/a	1545310574	n/a
1545310575	1.200083971	12	108	2	4	5	6	28	2	1	3	4	n/a	1545310575	n/a
1545310576	1.191803932	12	109	2	4	5	6	29	1	1	3	4	n/a	1545310576	n/a
1545310577	1.200043201	12	110	2	4	5	6	30	2	1	3	4	n/a	1545310577	n/a
1545310578	1.200058937	12	111	2	4	5	6	31	1	2	3	5	0	1545310578	0.1668560505
1545310579	1.19184494	12	112	2	4	5	6	32	1	1	3	5	1	1545310580	0.308385849
1545310581	1.208081007	12	113	2	4	9	7	1	3	3	3	5	n/a	n/a	n/a
1545310582	1.191781998	12	114	2	4	9	7	2	3	3	3	5	n/a	n/a	n/a
1545310583	1.19172883	12	115	2	4	9	7	3	3	3	3	5	n/a	n/a	n/a
1545310584	1.191724062	12	116	2	4	9	7	4	3	3	3	5	n/a	n/a	n/a
1545310586	1.191705942	12	117	2	4	9	7	5	3	3	3	5	n/a	n/a	n/a
1545310587	1.191781044	12	118	2	4	9	7	6	3	3	3	5	n/a	n/a	n/a
1545310588	1.191681862	12	119	2	4	9	7	7	3	3	3	5	n/a	n/a	n/a
1545310589	1.191740036	12	120	2	4	9	7	8	3	3	3	5	n/a	n/a	n/a
1545310590	1.191686153	12	121	2	4	9	7	9	3	3	3	5	n/a	n/a	n/a
1545310592	1.191679955	12	122	2	4	9	7	10	3	3	3	5	n/a	n/a	n/a
1545310593	1.208073139	12	123	2	4	7	8	1	2	1	3	6	0	1545310593	0.625483036
1545310594	1.191727877	12	124	2	4	7	8	2	1	2	3	6	1	1545310594	0.7668821812
1545310595	1.199954033	12	125	2	4	7	8	3	1	2	3	6	1	1545310596	0.8750631809
1545310597	1.200124025	12	126	2	4	7	8	4	2	2	3	5	1	1545310597	0.7918138504
1545310598	1.200118065	12	127	2	4	7	8	5	1	1	3	6	0	1545310598	0.8501570225
1545310599	1.200174093	12	128	2	4	7	8	6	2	1	3	6	1	1545310599	0.8834879398
1545310600	1.191776991	12	129	2	4	7	8	7	2	1	3	7	0	1545310600	0.6583180428
1545310601	1.200050116	12	130	2	4	7	8	8	2	1	3	8	0	1545310602	0.5750000477
1545310603	1.200059891	12	131	2	4	7	8	9	2	1	3	9	0	1545310603	0.6835269928
1545310604	1.200063944	12	132	2	4	7	8	10	1	1	3	9	1	1545310604	0.6501090527
1545310605	1.200042009	12	133	2	4	7	8	11	2	2	3	9	1	1545310605	0.625082016
1545310606	1.200091124	12	134	2	4	7	8	12	1	2	3	8	1	1545310606	0.625138998
1545310607	1.200037956	12	135	2	4	7	8	13	1	1	3	8	1	1545310608	0.650067091
1545310609	1.200101137	12	136	2	4	7	8	14	1	1	3	8	1	1545310609	0.7168080807
1545310610	1.200056076	12	137	2	4	7	8	15	1	1	3	7	1	1545310610	0.6918320656
1545310611	1.199960947	12	138	2	4	7	8	16	1	2	3	7	1	1545310611	0.6918370724
1545310612	1.200090885	12	139	2	4	7	8	17	1	2	3	7	n/a	1545310613	n/a
1545310613	1.199948072	12	140	2	4	7	8	18	1	1	3	7	n/a	1545310614	n/a
1545310615	1.199775934	12	141	2	4	9	9	1	3	3	3	7	n/a	n/a	n/a
1545310616	1.191696882	12	142	2	4	9	9	2	3	3	3	7	n/a	n/a	n/a
1545310617	1.191607952	12	143	2	4	9	9	3	3	3	3	7	n/a	n/a	n/a
1545310618	1.19173193	12	144	2	4	9	9	4	3	3	3	7	n/a	n/a	n/a
1545310620	1.191551924	12	145	2	4	9	9	5	3	3	3	7	n/a	n/a	n/a
1545310621	1.191680908	12	146	2	4	9	9	6	3	3	3	7	n/a	n/a	n/a
1545310622	1.191600084	12	147	2	4	9	9	7	3	3	3	7	n/a	n/a	n/a
1545310623	1.191567898	12	148	2	4	9	9	8	3	3	3	7	n/a	n/a	n/a
1545310624	1.191725016	12	149	2	4	9	9	9	3	3	3	7	n/a	n/a	n/a
1545310626	1.19175005	12	150	2	4	9	9	10	3	3	3	7	n/a	n/a	n/a
